game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BUR X STO 2017-04-04;139 (69%);136 (68%);275 (69%);163 (70%);79 (56%);242 (65%);19;19;38;14;21;35;46%;60%;52%;54%;40%;48%;;;;;;;;;;;;;3;3;6;1;2;3;2;3;5;1;2;3;;;;;;;34;38;72;33;35;68;16;9;1;1;2;2;0;2;;;;;;;2;1;3;2;2;4;201;199;400;232;140;372;;;;;;;1;7;8;2;2;4;0;7;7;0;1;1;2;0;2;1;2;3;4;3;7;0;3;3;5;10;15;2;5;7;0;2;2;2;1;3;0;2017-04-04;1;11;9;8;17;5;-5;-5;-4;15;11;1;17;7;8;8;8;-9;7;-2;39;41;1.0;28;11;7;1;1;6.0;3;-5;6;-65;-1;-52;-33;-21;-55;-31;-4;0.0;-47;-27;-19;-14;4;-11;-25;23;7;7;-18;-12;-35;-22;74;7;36;-37;-37;-23;-14;-4;4;32;26;12;8;-9;2;32;12;2;-10;-2;-16;-26;-51;9;-36;-28;-27;-11;4;-2;-26;-15;-10.0;-1.0;13;-6.0;25.0;1;16:45:00;1;STO;BUR
LEI X SUN 2017-04-04;104 (68%);119 (68%);223 (68%);123 (72%);189 (83%);312 (78%);13;11;24;16;7;23;49%;43%;46%;51%;57%;54%;;;;;;;;;;;;;2;2;4;2;4;6;6;0;6;2;3;5;;;;;;;31;24;55;31;19;50;13;12;2;4;6;1;3;4;0;1;1;0;0;0;3;0;3;0;1;1;152;176;328;171;229;400;;;;;;;4;5;9;4;7;11;4;4;8;3;2;5;1;2;3;2;6;8;3;3;6;3;5;8;7;8;15;7;12;19;1;0;1;0;0;0;0;2017-04-04;-15;-7;-4;-25;-15;-5;5;3;51;-41;-41;-9;-24;-23;-21;-13;-29;-19;-58;-13;-5;2;-5.0;-44;-20;-49;-25;-20;-9.0;-26;-4;4;3;30;-13;-2;3;-2;43;24;30.0;22;11;5;1;25;-2;5;1;4;-37;-21;-46;-31;-22;-6;11;-39;-16;-6;44;26;21;15;16;13;15;14;100;73;47;32;12;-1;-2;9;37;66;9;38;22;11;3;-32;-9;5;5;100.0;;3;;80.0;2;16:45:00;1;SUN;LEI
WAT X WBA 2017-04-04;79 (68%);179 (82%);258 (77%);274 (89%);99 (74%);373 (85%);7;7;14;9;6;15;29%;63%;45%;71%;37%;55%;;;;;;;;;;;;;1;5;6;2;2;4;1;5;6;2;3;5;;;;;;;20;27;47;25;30;55;14;11;0;0;0;1;1;2;1;0;1;0;0;0;0;0;0;1;0;1;117;218;335;307;134;441;0;0;0;0;1;1;3;8;11;4;2;6;3;7;10;3;0;3;1;1;2;1;1;2;2;5;7;2;1;3;5;13;18;6;3;9;2;2;4;1;2;3;0;2017-04-04;5;-35;-13;-1;6;77;53;34;53;12;-24;9;-6;7;7;11;15;16;71;53;40;27;11.0;40;44;23;11;10;7.0;6;7;12;10;12;9;3;-27;-17;-5;-2;0.0;-25;-20;-13;-10;10;73;38;19;8;-9;-8;-5;5;-30;-15;14;26;10;-55;-14;-1;33;1;3;-42;-30;-17;-36;-56;-38;-30;-15;-10;-11;-31;-23;-17;-2;-13;-55;-32;-24;-4;15;9;5;2.0;-33.0;9;-8.0;-30.0;2;16:45:00;1;WBA;WAT
MUN X EVE 2017-04-04;184 (81%);99 (69%);283 (76%);280 (87%);214 (84%);494 (86%);5;6;11;6;3;9;41%;35%;39%;59%;65%;61%;;;;;;;;;;;;;3;2;5;1;6;7;2;3;5;3;3;6;0;1;1;0;0;0;20;25;45;27;33;60;18;10;2;0;2;1;2;3;0;0;0;1;1;2;2;1;3;2;1;3;227;143;370;321;255;576;0;1;1;0;0;0;2;4;6;3;7;10;1;1;2;3;5;8;2;2;4;2;1;3;4;1;5;3;5;8;6;5;11;6;12;18;1;3;4;0;1;1;1;2017-04-04;-1;5;5;7;33;23;17;14;6;-2;-27;-1;-22;-20;-100;-100;-40;-21;-35;-6;6;26;-1.0;17;13;74;45;30;23.0;18;5;21;76;25;55;33;25;19;4;8;0.0;31;15;15;-34;15;-11;-4;4;3;8;10;30;18;5;-65;15;-36;-23;-8;25;15;8;-21;-15;-11;-12;10;-12;-6;11;39;28;21;16;42;26;23;7;-47;-25;-14;20;15;12;13;32;27.0;22.0;-4;50.0;90.0;1;17:00:00;0;EVE;MUN
ARS X WES 2017-04-05;120 (73%);146 (80%);266 (77%);265 (85%);331 (90%);596 (88%);8;5;13;10;5;15;35%;34%;35%;65%;66%;65%;;;;;;;;;;;;;0;1;1;2;4;6;0;0;0;3;2;5;;;;;;;31;29;60;30;24;54;5;11;2;3;5;0;2;2;;;;;;;1;2;3;1;1;2;164;183;347;313;367;680;;;;;;;1;1;2;5;8;13;3;1;4;4;3;7;0;2;2;2;6;8;2;3;5;3;5;8;3;4;7;8;13;21;1;1;2;1;1;2;0;2017-04-05;4;-13;-5;3;-27;25;45;22;8;2;-3;5;8;4;-28;-10;-3;4;3;7;7;7;6.0;8;29;22;17;19;16.0;13;17;55;37;31;47;38;87;49;29;16;5.0;12;9;12;9;20;7;50;31;30;19;13;1;-1;20;74;13;49;34;25;18;15;40;35;67;42;31;2;100;78;44;27;17;-34;-23;-12;-1;2;-1;48;30;18;11;83;47;27;15;8.0;-1.0;-27;5.0;-45.0;3;16:45:00;1;WES;ARS
HUL X MID 2017-04-05;187 (77%);139 (73%);326 (75%);148 (76%);159 (78%);307 (77%);24;11;35;10;9;19;56%;49%;53%;44%;51%;47%;;;;;;;;;;;;;4;0;4;2;3;5;3;1;4;4;4;8;;;;;;;40;34;74;19;29;48;12;13;0;1;1;2;0;2;1;0;1;0;0;0;1;0;1;1;0;1;243;190;433;196;204;400;;;;;;;7;0;7;7;8;15;4;0;4;3;4;7;4;0;4;3;2;5;5;0;5;1;1;2;12;0;12;8;9;17;1;0;1;1;1;2;2;2017-04-05;7;7;20;16;63;81;84;50;36;-18;-21;9;-18;33;33;22;15;9;4;-4;83;44;24.0;27;17;11;-10;-43;48.0;-33;-14;-66;-33;22;24;-30;-21;-13;-23;8;-140.0;24;8;-6;-5;17;-9;-5;-25;-13;-1;2;27;19;37;22;-94;13;2;-4;-6;-2;52;76;46;28;17;-43;6;81;48;29;17;36;16;14;9;6;-19;2;1;-5;-1;-5;-2;-6;21;35.0;27.0;-5;1.0;0.0;4;16:45:00;1;MID;HUL
SOU X CRY 2017-04-05;88 (65%);79 (68%);167 (66%);189 (80%);141 (85%);330 (82%);10;16;26;8;6;14;37%;42%;39%;63%;58%;61%;;;;;;;;;;;;;2;6;8;1;3;4;4;7;11;5;6;11;;;;;;;25;40;65;23;18;41;11;16;1;3;4;0;2;2;0;1;1;1;0;1;0;1;1;1;0;1;136;116;252;235;166;401;;;;;;;5;6;11;7;12;19;3;3;6;6;6;12;1;2;3;2;7;9;1;5;6;2;4;6;6;11;17;9;16;25;0;1;1;0;2;2;1;2017-04-05;15;-7;20;10;29;14;-25;-9;-30;-18;-4;18;7;14;95;52;10;-12;30;7;-21;-15;16.0;-10;-10;-88;-41;35;41.0;24;40;23;-61;15;-31;-13;-4;-2;10;12;80.0;1;5;13;-20;15;11;2;41;24;-46;-13;35;37;26;33;13;19;3;-6;-13;31;12;17;36;59;40;58;30;18;4;1;1;1;-70;-74;106;37;38;17;86;94;48;29;100;100;100;64.0;31.0;-23;5.0;-65.0;3;16:45:00;1;CRY;SOU
SWA X TOT 2017-04-05;313 (87%);245 (87%);558 (87%);83 (71%);87 (67%);170 (69%);9;9;18;5;7;12;75%;69%;72%;25%;31%;28%;;;;;;;;;;;;;2;3;5;0;1;1;2;5;7;3;2;5;0;2;2;0;0;0;20;27;47;19;26;45;8;7;0;0;0;1;4;5;;;;;;;2;2;4;2;1;3;360;282;642;117;129;246;;;;;;;3;8;11;1;2;3;2;3;5;1;1;2;1;7;8;1;0;1;2;5;7;1;0;1;5;13;18;2;2;4;0;1;1;1;0;1;3;2017-04-05;-10;42;26;100;60;31;30;-31;-25;-25;-20;-32;-19;-50;-34;-25;-19;-16;-12;-12;-12;-12;-50.0;-32;-24;-14;-6;-2;1.0;-4;-7;-11;-13;-34;-14;-14;-39;-25;-17;-3;-5.0;-4;-9;-8;-12;-24;-14;-55;-31;-17;-8;-3;3;27;17;8;-13;-27;-19;-14;-15;-15;-13;-13;-39;-29;-23;26;-24;-54;-29;-22;-35;-22;-16;-10;-11;-6;11;-4;-48;-34;-25;-51;-41;-26;-21;-18.0;-100.0;4;-100.0;-95.0;1;16:45:00;-1;TOT;SWA
CHE X MCI 2017-04-05;310 (88%);231 (88%);541 (88%);170 (78%);137 (75%);307 (77%);5;6;11;7;8;15;62%;60%;61%;38%;40%;39%;;;;;;;;;;;;;3;1;4;1;2;3;3;6;9;1;1;2;1;0;1;0;0;0;24;21;45;23;30;53;14;10;1;1;2;4;2;6;0;1;1;1;0;1;0;0;0;1;0;1;352;264;616;217;182;399;;;;;;;4;7;11;4;2;6;1;5;6;1;2;3;5;2;7;3;1;4;5;1;6;1;3;4;9;8;17;5;5;10;0;3;3;0;1;1;1;2017-04-05;-10;2;69;36;17;4;-17;-19;-42;-31;-75;-8;-42;-24;-52;35;-6;-6;-70;-79;-50;-75;-7.0;-40;-15;-25;-14;6;-4.0;111;46;19;-23;-7;-13;-9;-2;-5;-5;-6;;-8;-14;-12;-6;-1;-3;-6;-23;-10;-3;-6;-7;-7;-8;-9;23;-9;-9;-29;-21;-16;-78;-50;-17;-14;-3;18;7;-46;-25;-15;-10;-17;25;19;11;6;10;-19;-58;-38;-16;-14;-11;-7;-9;21.0;4.0;5;23.0;-100.0;2;17:00:00;1;MCI;CHE
LIV X BOU 2017-04-05;78 (62%);135 (76%);213 (71%);282 (87%);212 (81%);494 (84%);10;7;17;14;8;22;28%;41%;34%;72%;59%;66%;;;;;;;;;;;;;0;2;2;2;1;3;2;0;2;4;3;7;1;0;1;0;0;0;28;36;64;33;35;68;8;11;4;2;6;0;0;0;0;0;0;0;1;1;0;0;0;1;1;2;125;177;302;325;263;588;;;;;;;4;2;6;6;3;9;3;1;4;5;4;9;1;1;2;5;3;8;0;2;2;6;5;11;4;4;8;12;8;20;0;1;1;1;0;1;2;2017-04-05;10;-12;32;26;25;60;40;26;20;40;54;100;70;38;-22;-28;-15;64;34;25;20;9;73.0;4;-22;43;25;22;32.0;15;9;9;28;47;19;90;57;37;24;18;10.0;4;6;7;-12;31;8;8;12;14;15;30;64;74;100;71;21;100;71;38;18;10;1;2;3;3;3;9;4;-2;-2;9;2;-2;-4;-5;-13;-12;-72;-11;-10;-6;-3;5;2;1;-32;-50.0;64.0;-32;22.0;75.0;2;17:00:00;0;BOU;LIV
TOT X WAT 2017-04-08;144 (81%);132 (80%);276 (80%);223 (87%);213 (87%);436 (87%);4;3;7;5;7;12;42%;42%;42%;58%;58%;58%;;;;;;;;;;;;;1;1;2;5;3;8;1;4;5;5;2;7;;;;;;;23;22;45;24;36;60;12;12;2;0;2;2;0;2;0;0;0;2;2;4;1;0;1;1;0;1;178;165;343;256;245;501;;;;;;;1;3;4;3;5;8;1;3;4;1;4;5;2;0;2;5;1;6;3;1;4;8;3;11;4;4;8;11;8;19;1;0;1;0;0;0;0;2017-04-08;10;-23;-18;-18;-7;-8;4;5;9;9;3;8;-3;-3;-4;7;39;30;41;23;40;30;27.0;17;7;9;83;87;50.0;38;26;13;8;13;73;42;24;13;27;85;0.0;12;13;7;59;-38;40;26;-17;4;4;33;38;27;23;21;-16;10;5;3;2;1;1;-25;-8;-4;-27;-34;-17;-10;19;-22;-67;-40;-25;-22;-2;2;25;-7;19;15;14;14;19;37;-28;-6.0;-12.0;-3;2.0;20.0;4;09:30:00;1;WAT;TOT
MCI X HUL 2017-04-08;101 (71%);156 (79%);257 (76%);323 (90%);321 (90%);644 (90%);6;4;10;7;4;11;29%;36%;33%;71%;64%;67%;;;;;;;;;;;;;2;0;2;4;2;6;2;1;3;5;2;7;0;0;0;0;2;2;23;18;41;25;27;52;8;6;3;3;6;0;0;0;;;;;;;1;1;2;0;1;1;143;197;340;357;356;713;;;;;;;3;2;5;9;7;16;2;2;4;7;3;10;0;1;1;3;4;7;1;1;2;6;2;8;4;3;7;14;9;23;1;1;2;0;0;0;1;2017-04-08;-10;22;34;23;41;22;16;41;7;6;10;6;28;19;18;46;62;40;59;33;-19;-1;6.0;7;96;94;58;36;-23.0;37;14;-26;12;3;28;20;18;18;16;18;;17;12;9;7;8;100;62;39;25;-43;-22;-10;-3;3;7;79;8;3;-2;-2;1;76;45;28;17;9;49;4;-2;6;10;43;36;28;21;12;4;35;31;26;22;26;88;79;-96;-30;-19.0;-43.0;27;-29.0;60.0;3;12:00:00;1;HUL;MCI
MID X BUR 2017-04-08;131 (79%);128 (74%);259 (76%);236 (87%);136 (75%);372 (82%);8;9;17;9;21;30;38%;50%;43%;62%;50%;57%;;;;;;;;;;;;;0;0;0;3;0;3;1;2;3;1;3;4;;;;;;;21;24;45;20;40;60;12;9;0;3;3;0;2;2;1;0;1;0;0;0;1;1;2;0;2;2;166;174;340;270;181;451;;;;;;;1;4;5;3;5;8;2;3;5;3;2;5;0;2;2;0;5;5;1;1;2;3;2;5;2;5;7;6;7;13;1;2;3;0;0;0;0;2017-04-08;-10;6;7;7;11;14;-23;-11;-10;-9;-9;-5;-3;6;2;2;2;1;-34;-17;-3;43;6.0;28;43;30;23;6;9.0;14;13;12;37;7;16;9;5;3;1;-15;5.0;-8;11;27;20;9;52;31;62;40;24;11;6;-25;-14;-12;12;-7;-3;1;-24;-13;-47;-27;-18;44;18;10;-27;-13;-43;29;-11;-8;-43;-51;-31;-16;14;-8;7;5;4;3;8;20;38;83.0;91.0;6;49.0;5.0;0;12:00:00;0;BUR;MID
STO X LIV 2017-04-08;185 (76%);195 (80%);380 (78%);164 (75%);117 (72%);281 (74%);3;16;19;8;7;15;53%;60%;56%;47%;40%;44%;;;;;;;;;;;;;0;5;5;1;0;1;2;6;8;1;4;5;;;;;;;20;33;53;32;27;59;11;7;1;2;3;0;2;2;0;1;1;0;0;0;2;0;2;5;2;7;243;243;486;218;162;380;;;;;;;2;7;9;3;3;6;2;4;6;2;2;4;0;4;4;2;2;4;0;6;6;2;1;3;2;13;15;5;4;9;0;2;2;0;0;0;2;2017-04-08;2;7;15;19;5;-5;-6;-27;-15;-26;-11;10;-8;-4;-4;-2;-3;-13;-7;-3;-1;1;11.0;41;25;15;39;25;15.0;18;43;11;-8;5;-3;-5;-63;-33;-16;83;5.0;28;14;6;6;5;1;-3;-3;23;24;-38;-40;-70;-71;-86;-6;-76;-76;-45;-32;17;-59;-39;-27;-15;-14;-12;-13;-45;-25;-63;-31;67;25;8;1;-6;-12;-8;-10;-11;-3;23;14;1;-8;-11.0;-35.0;7;-37.0;5.0;1;12:00:00;-1;LIV;STO
WBA X SOU 2017-04-08;293 (85%);155 (75%);448 (82%);120 (72%);160 (74%);280 (73%);8;14;22;5;13;18;67%;48%;59%;33%;52%;41%;;;;;;;;;;;;;3;1;4;0;4;4;1;2;3;2;5;7;;;;;;;23;32;55;13;35;48;12;12;2;4;6;0;2;2;;;;;;;0;0;0;1;0;1;343;206;549;167;216;383;;;;;;;3;3;6;3;8;11;1;2;3;3;4;7;1;2;3;2;4;6;2;2;4;2;4;6;5;5;10;5;12;17;0;2;2;1;1;2;1;2017-04-08;6;-6;8;-5;-5;-42;-26;-17;-11;-7;-2;2;-2;-9;58;29;36;41;-71;-32;-20;-14;-4.0;-10;-7;-10;-12;-13;-14.0;-14;-15;-10;-7;-5;49;24;13;6;-6;-15;;-14;-19;16;-11;22;-18;-16;-14;-39;-29;34;8;-22;-9;-1;7;-5;-7;-7;21;9;-45;-27;-21;-63;-33;1;-17;80;16;12;6;25;-14;2;21;14;-3;8;37;43;24;9;6;-5;-3;-1.0;21.0;-3;-2.0;105.0;0;12:00:00;-1;SOU;WBA
WES X SWA 2017-04-08;149 (77%);172 (79%);321 (78%);171 (79%);96 (67%);267 (74%);9;8;17;6;10;16;48%;60%;54%;52%;40%;46%;;;;;;;;;;;;;0;1;1;1;2;3;1;2;3;1;3;4;;;;;;;28;25;53;26;34;60;12;12;2;3;5;1;0;1;;;;;;;0;0;0;0;2;2;194;219;413;217;144;361;;;;;;;1;3;4;2;5;7;1;2;3;2;3;5;1;0;1;3;3;6;1;0;1;4;3;7;2;3;5;6;8;14;0;1;1;2;3;5;0;2017-04-08;-10;2;-8;5;-2;23;36;20;9;8;-4;-2;37;17;9;4;33;11;-6;-1;6;-3;4.0;38;19;-28;-13;-11;-13.0;-11;-8;-23;-41;3;-22;-51;-28;-17;-10;74;0.0;-7;-8;16;31;8;13;3;-5;-14;-12;-8;-6;4;-2;-7;11;-5;-10;-34;-18;-8;-2;8;1;-4;-5;13;37;23;3;31;-35;-15;-14;-11;31;10;13;1;-30;-58;-34;-17;63;81;60;30.0;16.0;14;39.0;5.0;1;12:00:00;1;SWA;WES
BOU X CHE 2017-04-08;241 (89%);216 (85%);457 (87%);236 (89%);230 (83%);466 (86%);3;9;12;2;4;6;50%;48%;49%;50%;52%;51%;;;;;;;;;;;;;3;0;3;2;3;5;2;2;4;2;2;4;3;0;3;1;0;1;18;28;46;20;24;44;11;7;1;0;1;1;2;3;1;0;1;1;0;1;1;0;1;0;0;0;271;253;524;264;276;540;;;;;;;9;2;11;1;1;2;6;1;7;2;3;5;2;3;5;1;0;1;3;2;5;4;5;9;11;4;15;5;6;11;1;2;3;1;1;2;3;2017-04-08;-3;-7;-36;-55;-26;-9;6;17;12;-66;-34;27;-19;-86;-52;-25;-9;-4;5;5;-36;31;1.0;18;4;-24;-2;-94;-63.0;-43;-36;-44;-22;-8;-10;-3;2;77;47;2;-5.0;1;1;2;2;-11;2;27;14;6;2;-2;-3;9;4;4;27;-9;-6;-2;3;2;4;5;-8;-4;-80;10;-50;-72;-69;-53;-33;-16;19;32;23;27;-7;44;-47;-16;-7;-2;3;-38;-17;-7.0;-4.0;-2;5.0;0.0;1;14:30:00;-1;CHE;BOU
SUN X MUN 2017-04-09;265 (86%);241 (88%);506 (87%);83 (67%);75 (66%);158 (67%);14;5;19;7;5;12;71%;71%;71%;29%;29%;29%;;;;;;;;;;;;;3;1;4;1;1;2;4;1;5;2;2;4;0;2;2;0;0;0;30;26;56;26;33;59;20;14;3;1;4;4;2;6;;;;;;;0;2;2;2;0;2;308;274;582;124;113;237;0;0;0;1;0;1;2;4;6;2;1;3;2;3;5;0;3;3;5;4;9;3;1;4;8;4;12;2;4;6;10;8;18;4;5;9;1;4;5;0;1;1;3;2017-04-09;-6;-24;-26;-15;-9;-5;35;18;-45;-21;-14;-8;-18;41;18;8;2;-3;-5;-5;-10;35;-46.0;-56;-100;-67;-86;-95;-54.0;-23;18;3;3;-31;-3;59;26;9;-22;-7;-25.0;-10;-87;-54;-39;-23;-20;-13;-4;7;15;2;-8;-10;-53;-44;-19;-32;-10;-17;-13;-8;-10;-13;19;-7;-2;-41;-12;-3;-1;3;24;13;5;-3;-3;-45;-38;-24;-11;-9;28;-27;-12;-13;-9;-8.0;9.0;-29;-85.0;-15.0;0;10:30:00;-1;MUN;SUN
EVE X LEI 2017-04-09;77 (62%);202 (78%);279 (73%);284 (82%);195 (79%);479 (81%);11;7;18;11;8;19;27%;53%;40%;73%;47%;60%;;;;;;;;;;;;;0;1;1;3;1;4;2;4;6;3;1;4;2;0;2;0;0;0;25;29;54;29;34;63;15;8;1;2;3;1;1;2;;;;;;;;;;;;;124;258;382;348;246;594;;;;;;;2;2;4;5;2;7;1;0;1;1;0;1;3;1;4;4;3;7;2;0;2;3;2;5;4;2;6;8;4;12;1;1;2;2;0;2;2;2017-04-09;-10;15;-69;-28;32;39;22;-39;-10;-1;-1;77;4;7;8;7;88;55;36;28;23;15;43.0;13;12;11;10;5;12.0;-17;-3;29;17;32;26;44;100;61;37;36;-50.0;18;13;10;9;-65;45;26;-21;-4;-3;-4;-2;1;53;69;-20;39;6;4;2;7;3;4;3;3;2;-12;2;2;2;2;-7;-9;-11;-13;-14;-36;11;-24;17;8;10;14;14;7;46;-43.0;-42.0;7;-18.0;5.0;4;13:00:00;1;LEI;EVE
CRY X ARS 2017-04-10;268 (85%);261 (83%);529 (84%);83 (68%);68 (61%);151 (65%);10;11;21;11;10;21;72%;74%;73%;28%;26%;27%;;;;;;;;;;;;;1;1;2;1;3;4;5;3;8;2;3;5;;;;;;;32;36;68;28;35;63;10;11;1;2;3;3;0;3;;;;;;;2;0;2;3;2;5;315;313;628;122;111;233;;;;;;;5;3;8;6;7;13;2;4;6;5;2;7;3;0;3;2;4;6;1;2;3;2;2;4;6;5;11;8;9;17;1;0;1;0;0;0;0;2017-04-10;-8;-66;-49;-33;-19;35;11;-27;-10;75;31;-11;12;2;-47;-31;-46;-36;-25;-20;-16;-11;-6.0;-5;3;-2;-1;20;35.0;17;6;-49;-31;28;-24;-22;69;54;35;18;-25.0;-43;-27;-17;-12;6;29;18;-27;-16;53;66;38;23;-32;-20;6;-20;-17;-15;-12;70;32;39;18;41;53;25;27;4;-6;-15;-63;-74;-50;-41;-45;-30;9;-22;-20;-18;-16;-16;-8;-3;21;37.0;18.0;2;6.0;-35.0;3;17:00:00;1;ARS;CRY
TOT X BOU 2017-04-15;96 (68%);123 (79%);219 (74%);283 (88%);299 (90%);582 (89%);6;3;9;7;7;14;31%;32%;32%;69%;68%;68%;;;;;;;;;;;;;0;1;1;2;7;9;1;0;1;5;8;13;;;;;;;22;16;38;17;27;44;10;8;3;7;10;0;1;1;;;;;;;1;1;2;2;1;3;141;156;297;321;334;655;;;;;;;1;2;3;6;10;16;1;2;3;1;0;1;0;1;1;5;9;14;0;2;2;2;6;8;1;4;5;8;16;24;0;1;1;0;0;0;0;2017-04-15;10;3;-3;-3;-3;46;31;19;100;67;32;12;94;56;27;11;7;-56;-33;-20;-17;-3;14.0;8;11;7;1;6;9.0;11;12;34;67;15;70;47;33;65;43;5;0.0;7;9;10;86;41;50;34;25;56;28;18;12;88;59;40;75;28;16;8;49;54;36;71;27;15;14;45;15;7;15;53;-41;7;32;-24;47;39;25;29;35;47;25;-25;-6;-4;-8;-4.0;-4.0;12;11.0;70.0;4;09:30:00;1;BOU;TOT
CRY X LEI 2017-04-15;88 (60%);110 (67%);198 (64%);189 (76%);120 (70%);309 (74%);11;9;20;18;10;28;37%;49%;43%;63%;51%;57%;;;;;;;;;;;;;0;2;2;3;2;5;1;4;5;5;3;8;0;2;2;0;0;0;34;30;64;40;35;75;16;10;1;1;2;0;0;0;;;;;;;;;;;;;147;164;311;249;171;420;;;;;;;1;4;5;5;6;11;0;2;2;4;2;6;1;1;2;1;3;4;0;1;1;3;1;4;1;5;6;8;7;15;1;1;2;0;0;0;2;2017-04-15;3;-14;-8;5;12;11;-22;-10;-1;4;44;4;32;23;22;18;13;13;6;2;-2;6;5.0;13;43;32;40;54;33.0;43;50;33;12;33;12;30;41;24;15;1;0.0;-5;-2;-6;-16;46;-11;-7;-16;-24;-44;80;66;51;37;35;32;36;19;6;-10;7;7;-14;-10;-25;-12;-71;79;41;23;18;54;30;-27;-6;9;9;-30;8;15;16;16;16;2;-2;-3;-30.0;-21.0;-20;18.0;-30.0;2;12:00:00;0;LEI;CRY
