game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;draw_no_bet_No;draw_no_bet_Yes;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_draw_no_bet_No;fl_draw_no_bet_Yes;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
ATG X SPT 2017-11-12;455 (87%);285 (75%);19;10;59%;41%;;;;;4;0;9;2;;;70;52;15;20;1;4;;;1;1;525;379;;;9;4;5;3;3;3;3;2;12;6;3;0;0;;;;;2017-11-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;-7.84;-1.98;3.74;5.49;6.91;0.12;-6.54;-10.51;-17.86;-16.23;0.64;-9.78;-7.54;-46.21;-24.76;16.87;-3.13;-8.48;-9.61;-11.85;-19.3;-1.93;-13.49;-9.7;-7.44;-6.23;5.7;-4.3;-5.03;-6.55;-7.46;-2.46;-2.85;-3.74;2.8;33.58;97.04;59.32;37.26;10.0;-74.4;-38.02;-32.71;-28.58;-53.63;-21.13;-11.03;-75.23;-51.4;-56.89;-33.33;-39.32;-18.05;-10.01;20.2;-29.01;9.85;-7.8;-8.1;-0.23;4.6;-23.84;-11.4;-5.04;-2.17;-0.48;-44.38;-4.67;-1.65;10.33;5.75;3.66;52.85;31.73;98.43;64.79;44.8;-31.24;23.75;14.96;3.79;2.64;1.96;1.96;1.96;-6.1;-14.13;-64.57;-28.43;-44.55;-65.0;2;17:00:00;1;SPT;ATG;;;;;;;;;;;;
GRE X VIT 2017-11-12;173 (67%);541 (87%);15;13;30%;70%;;;;;1;3;2;8;1;0;41;54;16;14;4;1;;;1;2;260;620;1;0;5;7;6;8;2;5;4;9;9;16;3;0;1;1.95;;;1.80;2017-11-12;1.30;1.25;1.95;1.39;2.75;;;1.85;4.20;3.50;2.60;4.33;2.20;False;;;True;False;True;True;False;False;;;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;6.0;14.39;11.48;9.18;32.81;0.63;-53.5;-30.46;-91.72;-48.79;-16.25;7.17;86.4;47.86;33.91;27.11;52.81;32.5;81.43;55.51;39.05;27.02;7.86;22.11;10.33;7.41;5.32;-33.6;27.33;12.22;9.46;5.62;5.94;13.27;3.15;7.98;11.22;33.31;64.8;37.4;10.0;-26.0;5.53;5.53;25.53;10.09;20.58;-14.47;-0.06;-7.05;-4.94;56.15;33.62;-28.85;-12.6;15.93;11.95;46.73;33.62;73.06;49.95;39.45;21.28;13.45;0.45;26.24;15.93;12.84;34.73;25.9;16.03;7.93;36.25;26.3;21.87;19.61;28.26;21.08;13.37;19.46;18.5;12.93;38.87;50.04;31.62;25.67;12.5;12.44;27.78;13.71;20.54;0.0;1;17:00:00;0;VIT;GRE;1.05;1.28;1.95;3.25;6.50;15.00;11.00;3.50;1.85;1.33;1.11;1.03
PAL X FLA 2017-11-12;382 (84%);300 (78%);19;20;55%;45%;;;;;3;2;5;4;;;60;65;18;12;3;1;0;1;6;0;456;387;;;2;7;7;3;1;5;9;3;11;10;1;0;0;2.00;;;1.75;2017-11-12;1.33;1.25;1.90;1.39;2.75;;;1.90;4.00;3.39;2.60;4.33;2.20;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;7.7;1.13;-2.6;3.2;78.64;43.75;23.84;-61.93;-30.44;-70.84;-5.6;-36.92;-16.76;-12.96;-9.17;-3.56;2.8;-2.39;-5.25;6.0;1.38;-2.98;0.09;-0.52;-5.52;-24.16;-15.53;-36.26;67.93;50.93;29.34;15.06;-1.42;8.5;-4.2;-8.4;-32.81;-22.32;-16.09;-10.0;34.7;85.14;57.4;39.05;-20.49;13.34;0.26;60.86;33.71;20.55;13.83;-49.14;-27.76;-15.71;18.6;-43.04;64.0;34.9;-51.8;-25.76;-23.89;-12.23;-5.44;-3.67;1.33;1.89;-20.22;-8.67;-0.79;4.07;6.27;24.71;11.42;-23.92;-19.59;-15.87;-14.92;-6.64;-12.5;-9.57;-8.95;-13.95;-11.57;-40.16;-27.15;-24.42;21.43;1.2;5.4;-3.57;0.0;2;17:00:00;1;FLA;PAL;1.06;1.28;1.95;3.25;6.50;15.00;10.00;3.50;1.85;1.33;1.11;1.03
VAS X SPO 2017-11-12;312 (81%);317 (83%);21;16;50%;50%;;;;;0;10;3;5;;;64;53;15;15;3;0;;;2;2;386;380;1;0;4;11;6;12;1;3;3;14;7;25;2;2;1;1.90;;;1.90;2017-11-12;1.36;1.57;1.39;2.00;1.72;;;3.00;2.39;3.20;3.60;3.25;2.00;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;-5.0;-4.84;-10.81;-8.54;-7.84;-7.42;-11.86;7.4;8.04;17.4;33.77;-7.97;16.26;1.45;-7.67;-7.97;-12.26;-8.05;28.91;14.16;7.53;13.82;-9.74;7.21;1.05;-2.27;-3.12;27.73;7.47;-7.6;-34.26;-13.6;-14.95;-33.19;-88.12;-48.63;-23.29;-6.53;23.1;20.66;75.0;13.5;9.24;6.36;3.52;-18.73;3.71;3.95;4.09;9.17;26.02;11.0;-29.33;-6.7;7.07;32.07;26.0;21.82;12.58;49.38;31.27;43.64;-32.57;-2.39;-3.12;-0.57;-0.92;8.23;-3.54;46.46;53.32;38.59;34.83;28.94;91.71;55.52;40.45;-27.04;2.06;-0.92;-24.36;-7.72;-58.2;-15.61;-7.45;-6.11;-2.18;38.45;32.4;0.06;84.91;25.0;1;17:00:00;0;SPO;VAS;1.08;1.36;2.20;4.00;9.00;19.00;8.50;3.00;1.64;1.22;1.07;1.02
BAH X CAM 2017-11-12;283 (79%);378 (85%);10;10;44%;56%;;;;;2;7;2;8;;;58;43;13;12;4;4;;;1;0;359;446;;;5;13;3;8;6;6;6;8;11;21;4;1;2;2.04;;;1.70;2017-11-12;1.33;1.28;1.83;1.50;2.50;;;2.00;3.75;3.39;2.75;4.00;2.20;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;10.0;5.18;-41.6;-20.57;-19.93;-8.04;-0.43;7.14;28.38;22.26;12.76;49.45;7.12;8.76;13.11;27.13;18.94;18.67;19.79;15.1;11.56;15.72;32.9;35.59;29.39;21.07;16.13;37.82;25.59;44.65;26.36;15.48;36.79;23.46;26.22;23.08;17.99;-15.73;-5.94;-10.68;-5.0;-42.42;-50.89;-24.44;29.65;-66.1;6.93;12.51;10.09;36.43;50.22;30.82;93.67;56.4;29.65;23.74;-26.35;12.46;-4.0;-20.38;-12.27;-3.19;44.73;25.56;51.34;5.27;44.66;-23.9;20.09;8.84;-3.73;2.52;-80.34;-45.4;-24.63;-12.24;-35.24;-12.97;-7.77;47.13;25.31;17.02;-22.87;7.13;-1.0;2.13;2.79;5.49;4.86;6.7;4.86;60.0;2;18:00:00;0;CAM;BAH;1.05;1.25;1.85;3.25;6.00;13.00;11.00;3.75;1.95;1.33;1.12;1.04
CFC X PON 2017-11-12;172 (61%);304 (72%);28;26;41%;59%;;;;;3;1;10;5;;;61;65;15;17;2;2;;;1;3;282;420;;;7;4;8;5;3;3;7;5;14;9;2;2;1;1.80;;;1.95;2017-11-12;1.30;1.22;2.00;1.33;3.25;;;1.83;4.33;3.50;2.50;4.75;2.10;False;;;True;False;True;True;False;False;;;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;15.0;12.25;14.01;9.38;6.42;-7.8;-4.86;-5.23;-47.6;-33.59;-25.59;12.92;-56.28;-30.53;-12.05;25.6;11.88;-24.77;-13.69;-8.11;-6.5;-8.65;11.68;12.0;3.53;0.08;22.43;-22.6;42.4;24.08;16.47;25.12;18.62;6.44;9.92;7.72;1.44;7.0;5.77;-8.0;-55.0;27.4;22.16;20.05;17.97;8.33;57.48;64.14;49.58;35.93;42.9;13.48;2.03;-33.8;-54.22;-29.55;10.24;-12.61;-2.91;5.1;9.86;1.04;-94.5;-76.03;70.3;24.29;19.65;7.79;48.58;40.23;23.58;10.48;3.07;-3.19;-65.83;-47.7;-1.35;-29.2;9.13;-20.75;-36.24;-17.34;-13.7;18.6;-16.4;-29.42;-9.16;-1.74;3.6;17.47;30.52;0.0;1;19:00:00;0;PON;CFC;1.07;1.33;2.10;3.75;8.00;17.00;9.00;3.25;1.70;1.25;1.08;1.02
CRU X FLU 2017-11-12;388 (87%);495 (89%);14;7;45%;55%;;;;;1;5;5;8;;;49;32;8;13;5;4;;;1;1;445;556;1;0;8;11;6;4;5;8;4;6;12;17;4;4;1;1.75;;;2.00;2017-11-12;1.29;1.16;2.25;1.22;4.00;;;1.66;5.50;3.60;2.25;5.50;2.20;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;10.0;-27.89;-13.71;-10.19;-34.8;-19.61;-11.26;-6.29;-2.97;76.46;45.81;13.45;22.59;5.78;7.49;-7.07;6.8;-15.2;-2.56;-9.83;-3.8;-6.57;35.49;4.9;25.81;16.19;9.75;6.33;-24.75;-9.04;5.5;-0.67;-1.06;25.5;0.54;-6.49;9.53;7.71;9.16;-7.2;0.0;43.6;23.49;42.23;21.37;19.56;-28.4;-18.35;13.9;-6.38;-9.65;-8.6;-9.64;15.02;5.38;78.67;15.29;47.16;28.43;15.81;9.42;30.05;57.88;-43.53;11.47;0.06;8.53;11.73;-1.47;1.36;-1.51;73.53;41.23;28.38;-46.24;-13.52;23.76;14.97;-96.8;41.06;20.29;9.22;-32.56;62.44;16.33;-27.8;-4.73;10.5;26.87;-51.74;47.05;-40.0;3;19:00:00;1;FLU;CRU;1.07;1.33;2.04;3.75;8.00;17.00;9.00;3.25;1.75;1.25;1.08;1.02
CHA X SAN 2017-11-13;423 (88%);291 (78%);15;17;57%;43%;;;;;0;3;6;4;;;44;68;16;10;3;3;0;1;3;1;481;374;;;5;8;6;4;3;5;4;4;9;12;3;0;0;1.80;;;1.95;2017-11-13;1.37;1.34;1.61;1.61;2.20;;;2.29;3.29;3.10;3.10;3.75;2.00;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;7.4;11.49;15.36;11.46;79.3;24.0;15.29;10.0;7.32;-4.48;-5.02;5.4;7.91;9.99;11.22;13.53;14.24;55.27;35.56;3.84;-1.9;-2.05;3.1;3.5;4.16;7.23;72.94;48.74;34.32;18.74;-26.4;-17.11;-0.29;-13.39;-11.18;-9.34;-6.39;-1.39;-2.08;0.0;-7.49;-5.7;-4.64;-9.38;-4.77;-6.93;23.54;6.44;-5.5;-4.38;-6.42;-9.5;-9.37;20.87;-24.13;-1.16;-10.9;-8.76;17.43;-7.57;-2.57;-23.43;-36.54;-55.82;82.2;31.86;0.93;42.82;-32.6;-13.4;-61.67;-39.43;-27.69;-16.64;-16.56;-8.91;17.4;0.96;-47.6;-29.98;-48.59;-90.02;-40.17;-20.69;-17.18;-13.24;-10.51;-39.54;-1.2;-30.68;15.0;2;20:00:00;1;SAN;CHA;1.08;1.39;2.25;4.00;10.00;21.00;8.00;2.75;1.61;1.22;1.06;1.01
PON X CAP 2017-11-15;389 (77%);246 (73%);24;39;60%;40%;;;;;0;2;6;5;;;57;65;10;12;3;1;1;0;1;1;507;337;;;3;4;3;1;2;5;2;4;5;8;3;1;1;1.80;;;1.95;2017-11-15;1.34;1.28;1.83;1.44;2.62;;;2.00;3.79;3.29;2.75;4.33;2.04;False;;;True;True;True;False;True;False;;;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;-12.79;-7.95;-2.24;18.2;5.89;3.96;-4.75;-6.21;-31.44;20.8;-9.86;-3.16;1.84;2.89;5.52;48.58;24.51;9.84;0.01;-5.83;-7.65;-9.77;-9.9;-5.85;-3.35;-1.87;24.7;17.61;13.62;16.25;6.24;73.42;-9.72;39.97;20.08;8.36;2.26;-6.94;-6.84;-35.0;-66.78;-42.45;-27.99;-23.02;-9.69;-25.07;-15.55;34.67;5.14;3.51;2.92;2.1;-6.36;-3.04;4.97;-38.93;1.57;-45.31;-26.32;19.69;31.73;18.57;9.1;38.83;90.03;44.72;-26.76;31.51;29.03;7.85;-7.35;-15.81;-14.92;-14.77;-8.42;-9.65;-85.01;-24.53;-50.4;-24.82;-14.98;-8.77;0.5;40.08;38.23;22.51;18.16;-32.0;-17.16;-17.55;-5.0;2;17:00:00;1;CAP;PON;1.08;1.36;2.25;4.00;9.00;19.00;8.50;3.00;1.61;1.22;1.07;1.02
CRU X AVA 2017-11-15;308 (78%);562 (90%);11;15;38%;62%;;;;;2;6;1;8;;;47;42;9;10;6;1;;;1;1;394;626;;;5;11;4;9;3;8;4;12;9;23;2;4;2;1.75;;;2.00;2017-11-15;1.28;1.10;2.62;1.16;5.00;;;1.50;7.50;3.79;2.20;6.00;2.20;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;6.6;39.7;25.38;16.51;-43.45;-25.56;-42.11;33.2;19.87;10.74;2.14;10.52;-4.3;-12.38;-6.09;-75.9;-12.41;41.0;23.52;16.45;17.83;45.84;5.66;14.61;-12.6;38.1;48.99;23.13;11.26;49.43;2.96;6.4;10.25;42.76;5.13;-1.26;-1.2;-1.19;4.4;6.4;0.0;97.95;62.37;41.18;28.2;22.42;20.08;8.58;8.43;8.34;8.29;28.29;52.42;41.77;55.43;62.76;9.84;100.0;75.07;43.89;23.87;7.03;30.6;17.07;7.75;2.2;-7.4;7.16;-29.83;-16.93;-4.04;60.85;36.74;24.98;16.13;15.5;6.03;39.83;61.1;64.92;39.84;24.55;40.84;22.92;11.9;3.31;3.21;6.34;-3.66;63.8;1.34;-100.0;2;19:30:00;0;AVA;CRU;1.07;1.30;2.00;3.50;7.00;15.00;9.50;3.39;1.80;1.28;1.10;1.03
GRE X SPO 2017-11-15;592 (87%);362 (84%);19;8;62%;38%;;;;;3;2;3;7;;;54;47;12;16;5;4;;;1;3;679;431;;;4;6;2;6;4;5;5;7;9;13;3;1;0;1.70;;;2.04;2017-11-15;1.34;1.25;1.85;1.39;2.75;;;1.95;4.00;3.29;2.75;4.50;2.00;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-5.0;21.5;16.42;14.0;11.01;6.03;-75.5;-41.66;-23.32;36.8;13.26;-9.77;8.29;-5.2;-10.37;-13.9;-4.25;3.0;28.9;20.92;38.21;24.29;-3.61;16.09;44.36;28.42;42.28;87.27;79.95;41.09;20.56;7.4;3.6;2.2;8.6;3.53;0.58;-66.8;-41.45;-27.09;;-17.77;28.2;13.73;2.49;2.63;0.82;-6.2;-11.61;-11.84;-11.68;-6.95;-8.94;100.0;60.43;31.99;9.54;14.7;4.82;-9.98;45.68;28.68;21.87;9.15;1.6;-6.62;-8.44;13.77;-9.52;-9.52;-14.33;-12.19;-15.92;-13.13;-11.48;-10.14;-9.71;-9.09;36.43;-1.84;-37.53;28.27;62.48;35.92;29.58;-36.33;-7.95;-10.4;-6.07;21.69;-29.24;-10.0;1;19:30:00;1;SPO;GRE;1.10;1.39;2.35;4.33;10.00;21.00;7.50;2.75;1.57;1.19;1.06;1.01
COR X FLU 2017-11-15;240 (80%);431 (86%);12;20;38%;62%;;;;;4;3;8;3;;;48;59;26;12;1;1;0;2;1;0;299;503;;;6;8;5;7;2;4;5;6;11;14;6;1;1;1.75;;;2.00;2017-11-15;1.28;1.12;2.60;1.19;4.33;;;1.53;6.50;3.79;2.20;6.00;2.20;False;;;True;True;True;False;True;False;;;True;False;False;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;-5.0;21.43;14.28;10.76;12.66;13.78;20.88;20.09;17.71;16.29;15.45;-7.97;11.34;4.26;-3.55;26.45;15.91;10.68;5.89;12.3;8.88;8.7;-100.0;8.59;8.68;38.06;30.49;25.98;18.3;13.74;18.8;16.65;-38.92;-70.21;-11.76;-1.15;6.08;-4.2;-4.2;-6.74;45.0;-1.75;82.71;49.01;54.86;-45.65;43.18;0.69;-5.43;-77.06;-46.5;-24.91;-34.46;-17.02;-1.13;-0.36;-25.86;15.4;-32.4;-15.7;-11.99;-28.06;-43.73;-26.24;-13.07;87.35;81.32;60.9;48.77;27.69;14.59;0.49;-1.58;-0.3;-4.54;3.23;8.75;8.39;42.52;18.18;14.37;11.53;9.48;12.99;9.34;82.91;51.66;33.07;21.7;32.87;15.31;0.0;3;21:45:00;1;FLU;COR;1.07;1.30;2.04;3.50;7.00;15.00;9.50;3.39;1.75;1.28;1.10;1.03
VAS X CAM 2017-11-15;314 (79%);392 (83%);20;17;45%;55%;;;;;3;7;4;14;;;54;56;17;12;6;4;2;3;6;3;396;472;;;6;11;4;7;5;7;6;10;12;21;0;1;1;1.95;;;1.80;2017-11-15;1.35;1.53;1.48;1.83;1.83;;;2.70;2.60;3.25;3.25;3.25;2.10;False;;;True;False;True;True;False;False;;;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-1.2;33.8;17.63;13.14;10.48;70.92;37.31;12.7;15.16;43.83;18.84;-1.91;14.8;12.77;40.28;22.95;6.21;8.45;100.0;86.38;51.04;27.7;-2.94;32.91;-24.2;-13.75;-53.16;-26.36;-20.46;21.47;8.41;1.75;-12.0;-26.35;34.7;19.89;-12.4;28.88;21.86;14.22;10.0;3.6;-4.5;49.9;27.51;-91.46;13.02;5.02;0.28;-66.59;-74.69;-79.28;-41.41;-18.89;-12.45;-40.7;-6.29;-25.92;-20.15;-21.72;-24.07;-18.25;-47.97;-25.64;-6.99;57.56;35.31;-5.45;21.88;45.92;65.49;38.41;6.39;12.69;5.09;25.15;-35.0;-16.58;-4.91;-11.21;-2.36;29.3;26.96;20.33;41.02;57.95;36.16;21.64;8.38;38.2;3.64;40.0;1;21:45:00;0;CAM;VAS;1.07;1.33;2.04;3.50;8.00;17.00;9.50;3.25;1.75;1.28;1.08;1.02
BOT X ATG 2017-11-16;209 (68%);446 (83%);19;31;36%;64%;;;;;3;5;5;8;;;64;68;17;12;2;3;;;3;1;308;537;;;4;8;5;11;5;3;9;11;13;19;3;1;2;1.75;;;2.00;2017-11-16;1.25;1.11;2.62;1.16;5.00;;;1.50;7.00;4.00;2.04;6.50;2.25;False;;;True;True;False;True;False;True;;;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;-8.4;0.98;-10.73;-5.46;11.5;2.0;-17.47;-61.13;-69.85;-38.05;-18.11;6.4;34.33;28.48;-56.6;-22.23;-8.34;-36.91;-22.07;-3.32;-2.49;-2.37;6.84;5.51;7.96;39.05;29.45;52.55;35.89;30.99;58.92;32.65;14.89;10.06;6.56;-81.92;-53.3;-34.81;71.73;31.68;;26.05;16.85;56.38;29.31;11.98;18.46;32.01;40.07;21.52;13.83;-34.2;-36.26;-22.33;28.2;6.94;18.75;-100.0;-58.65;-29.53;-14.25;-2.95;12.3;7.28;4.3;22.52;18.36;18.47;10.89;6.81;11.16;7.25;11.04;100.0;78.12;100.0;74.65;54.42;18.34;48.21;32.69;13.63;12.13;5.87;-33.0;-11.95;-20.07;32.0;34.58;11.66;30.81;15.0;1;20:00:00;-1;ATG;BOT;1.06;1.28;1.95;3.25;6.50;15.00;10.00;3.50;1.85;1.33;1.11;1.03
CHA X VIT 2017-11-16;246 (72%);261 (75%);26;24;50%;50%;;;;;0;1;1;4;;;60;51;18;17;2;2;1;1;1;2;340;349;;;3;6;5;4;3;4;5;3;8;9;4;1;1;1.95;;;1.80;2017-11-16;1.36;1.39;1.57;1.72;2.00;;;2.39;3.00;3.20;3.20;3.50;2.10;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;8.4;3.79;3.79;8.79;3.9;1.0;-1.2;-35.96;-25.99;-19.48;-15.61;13.39;-13.32;-84.41;-46.38;-23.77;-10.12;98.7;59.86;34.03;15.17;3.95;9.36;15.2;25.77;19.32;15.74;42.92;32.59;21.12;3.26;-4.0;-7.86;13.37;-12.48;-2.66;5.0;9.73;13.08;35.31;0.0;13.82;6.05;1.27;-3.8;11.95;-7.92;-5.41;8.8;2.33;-31.2;-23.47;-14.06;-34.2;-25.44;-12.99;8.14;-7.45;9.81;4.89;3.1;1.67;0.82;-40.43;-29.22;-17.55;-10.61;5.87;-6.94;-1.79;-1.33;4.35;1.49;0.28;-0.65;-5.86;79.35;44.31;5.05;65.74;56.53;61.44;23.03;11.14;1.1;21.15;6.31;0.47;-3.85;4.08;-26.62;-40.0;2;20:00:00;1;VIT;CHA;1.07;1.33;2.10;3.50;8.00;17.00;9.00;3.25;1.70;1.28;1.08;1.02
PAL X SPT 2017-11-16;281 (78%);400 (82%);17;14;44%;56%;;;;;3;4;8;5;0;2;52;55;15;7;0;6;;;8;0;360;487;;;9;12;5;7;7;5;6;4;15;16;2;0;1;2.00;;;1.75;2017-11-16;1.22;1.16;2.60;1.22;4.00;;;1.53;5.50;4.33;2.10;5.00;2.39;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;True;True;True;True;True;False;False;False;False;False;False;-10.0;-15.28;-36.5;-24.59;-9.51;-0.78;4.7;12.25;15.09;10.63;7.82;-4.78;-63.15;-33.7;-17.6;-7.6;8.0;0.48;-41.2;-24.03;-10.81;28.7;-1.67;11.0;-42.35;-16.87;-7.65;-1.98;-36.31;-18.54;-6.32;-0.87;3.08;1.17;7.02;7.26;7.03;21.55;10.18;10.43;30.0;15.57;-25.4;-6.44;-11.05;1.28;-7.06;-0.06;51.7;35.25;61.22;41.13;58.82;35.98;100.0;83.45;2.67;47.8;24.37;14.11;-25.03;99.97;50.37;25.03;14.85;5.82;-8.84;2.67;-5.12;-2.54;-26.38;-15.19;-8.54;-4.96;10.0;-10.0;35.0;24.39;-33.83;99.49;54.68;9.52;-28.73;-84.68;-60.71;-24.87;-32.07;-26.34;-14.93;-21.64;-52.97;90.0;5;20:00:00;1;SPT;PAL;1.03;1.19;1.64;2.62;4.50;10.00;15.00;4.33;2.20;1.44;1.18;1.06
BAH X SAN 2017-11-16;423 (86%);280 (83%);9;4;60%;40%;;;;;1;4;11;3;;;57;57;16;17;2;6;1;0;1;1;491;338;;;8;7;4;2;7;4;4;4;12;10;2;3;1;1.95;;;1.80;2017-11-16;1.30;1.28;1.85;1.36;3.00;;;1.95;3.79;3.50;2.50;4.33;2.20;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;2.8;-3.82;-7.35;5.6;-4.4;-5.94;-7.69;-2.76;-100.0;-88.08;-50.04;4.46;-27.45;-11.63;-25.2;-11.42;76.2;41.23;24.36;16.55;23.96;4.45;6.65;3.5;-4.13;-8.64;-18.99;-13.78;-2.26;-5.54;10.5;1.89;-23.67;-7.0;-17.4;-35.41;-27.23;-40.32;-26.61;-19.95;0.0;-2.37;-5.68;-6.23;-3.05;-8.81;-2.99;-8.84;-1.21;3.7;3.4;28.58;18.93;-38.55;-21.87;-18.31;-12.45;-13.05;-31.07;-68.81;-43.72;-18.81;-15.53;-11.87;-72.46;-47.2;55.64;-45.41;16.34;9.95;-40.08;-17.0;-14.32;-8.59;-5.18;4.92;-5.85;69.15;-31.49;34.22;14.5;12.0;1.33;-10.6;-37.12;-29.38;-15.5;-6.5;37.25;-11.0;20.65;40.0;3;21:00:00;1;SAN;BAH;1.06;1.28;2.00;3.39;6.50;15.00;10.00;3.50;1.80;1.30;1.11;1.03
